Dataset ID;Dataset Name;Number of Rows;Number of Columns;Unique Values;Count of Zeros;Missing Values;Statistics;Tags;Category;Has Geodata;Has DateTime;Findability Weight;AccessURL Status Code;Accessibility Weight;Responsible Person;Agency;Reusability Weight
31;ОКСВНК;100;13;{'id': 100, 'kod': 100, 'kch': 10, 'name': 100, 'name1': 0, 'kod_msko': 8, 'description': 0, 'doc_act': 1, 'doc_deact': 0, 'date_act': 1, 'date_deact': 0, 'status': 1, 'date': 1};{'id': 0, 'kod': 0, 'kch': 0, 'name': 0, 'name1': 0, 'kod_msko': 0, 'description': 0, 'doc_act': 100, 'doc_deact': 0, 'date_act': 0, 'date_deact': 0, 'status': 0, 'date': 0};{'id': 0.0, 'kod': 0.0, 'kch': 0.0, 'name': 0.0, 'name1': 1.0, 'kod_msko': 0.08, 'description': 1.0, 'doc_act': 0.0, 'doc_deact': 1.0, 'date_act': 0.0, 'date_deact': 1.0, 'status': 0.0, 'date': 0.0};{('id', 'count'): 100.0, ('id', 'mean'): 50.5, ('id', 'std'): 29.011491975882016, ('id', 'min'): 1.0, ('id', '50%'): 50.5, ('id', 'max'): 100.0, ('doc_act', 'count'): 100.0, ('doc_act', 'mean'): 0.0, ('doc_act', 'std'): 0.0, ('doc_act', 'min'): 0.0, ('doc_act', '50%'): 0.0, ('doc_act', 'max'): 0.0};Нет;Нормативно-справочная информация;ЛОЖЬ;ИСТИНА;50;200;50;[{'name': 'Жукова Наталья Сергеевна', 'phone': '88124176153', 'email': 'info@classif.spb.ru'}];"СПб ГУП ""СПб ИАЦ""";30
34;ОКВЭД1.1;100;13;{'id': 100, 'razdel': 4, 'podrazdel': 17, 'kod': 100, 'name': 98, 'com': 45, 'com2': 0, 'doc_act': 2, 'date_act': 2, 'doc_deact': 0, 'date_deact': 0, 'date': 2, 'status': 1};{'id': 0, 'razdel': 0, 'podrazdel': 0, 'kod': 0, 'name': 0, 'com': 0, 'com2': 0, 'doc_act': 70, 'date_act': 0, 'doc_deact': 0, 'date_deact': 0, 'date': 0, 'status': 0};{'id': 0.0, 'razdel': 0.0, 'podrazdel': 0.0, 'kod': 0.0, 'name': 0.0, 'com': 0.55, 'com2': 1.0, 'doc_act': 0.0, 'date_act': 0.0, 'doc_deact': 1.0, 'date_deact': 1.0, 'date': 0.0, 'status': 0.0};{('id', 'count'): 100.0, ('id', 'mean'): 50.5, ('id', 'std'): 29.011491975882016, ('id', 'min'): 1.0, ('id', '50%'): 50.5, ('id', 'max'): 100.0, ('doc_act', 'count'): 100.0, ('doc_act', 'mean'): 0.3, ('doc_act', 'std'): 0.4605661864718382, ('doc_act', 'min'): 0.0, ('doc_act', '50%'): 0.0, ('doc_act', 'max'): 1.0};Нет;Нормативно-справочная информация;ЛОЖЬ;ИСТИНА;50;200;50;[{'name': 'Жукова Наталья Сергеевна', 'phone': '88124176153', 'email': 'info@classif.spb.ru'}];"СПб ГУП ""СПб ИАЦ""";30
37;МКБ-10;100;12;{'id': 100, 'num_kl': 1, 'name_kl': 1, 'num_bl': 2, 'name_bl': 2, 'kod': 99, 'name': 100, 'status': 2, 'date_act': 1, 'date_deact': 1, 'doc_act': 1, 'doc_deact': 1};{'id': 0, 'num_kl': 0, 'name_kl': 0, 'num_bl': 0, 'name_bl': 0, 'kod': 0, 'name': 0, 'status': 0, 'date_act': 0, 'date_deact': 0, 'doc_act': 100, 'doc_deact': 1};{'id': 0.0, 'num_kl': 0.0, 'name_kl': 0.0, 'num_bl': 0.0, 'name_bl': 0.0, 'kod': 0.0, 'name': 0.0, 'status': 0.0, 'date_act': 0.0, 'date_deact': 0.99, 'doc_act': 0.0, 'doc_deact': 0.99};{('id', 'count'): 100.0, ('id', 'mean'): 103.5, ('id', 'std'): 29.011491975882016, ('id', 'min'): 54.0, ('id', '50%'): 103.5, ('id', 'max'): 153.0, ('doc_act', 'count'): 100.0, ('doc_act', 'mean'): 0.0, ('doc_act', 'std'): 0.0, ('doc_act', 'min'): 0.0, ('doc_act', '50%'): 0.0, ('doc_act', 'max'): 0.0, ('doc_deact', 'count'): 1.0, ('doc_deact', 'mean'): 0.0, ('doc_deact', 'std'): nan, ('doc_deact', 'min'): 0.0, ('doc_deact', '50%'): 0.0, ('doc_deact', 'max'): 0.0};Нет;Нормативно-справочная информация;ЛОЖЬ;ИСТИНА;50;200;50;[{'name': 'Жукова Наталья Сергеевна', 'phone': '88124176153', 'email': 'info@classif.spb.ru'}];"СПб ГУП ""СПб ИАЦ""";30
40;ГК Объектов АТД;100;16;{'id': 100, 'atd_code': 100, 'union_state_code': 2, 'country_code': 2, 'top-level_object_id': 8, 'group_item_id': 9, 'atd_section_code': 1, 'atd_type_code': 5, 'full_name': 99, 'center': 83, 'comments': 0, 'actualization_date': 1, 'actualization_document': 1, 'deactualization_date': 7, 'deactualization_document': 7, 'status': 2};{'id': 1, 'atd_code': 0, 'union_state_code': 0, 'country_code': 0, 'top-level_object_id': 0, 'group_item_id': 0, 'atd_section_code': 0, 'atd_type_code': 2, 'full_name': 0, 'center': 0, 'comments': 0, 'actualization_date': 0, 'actualization_document': 100, 'deactualization_date': 0, 'deactualization_document': 0, 'status': 0};{'id': 0.0, 'atd_code': 0.0, 'union_state_code': 0.0, 'country_code': 0.0, 'top-level_object_id': 0.02, 'group_item_id': 0.1, 'atd_section_code': 0.0, 'atd_type_code': 0.0, 'full_name': 0.0, 'center': 0.12, 'comments': 1.0, 'actualization_date': 0.0, 'actualization_document': 0.0, 'deactualization_date': 0.86, 'deactualization_document': 0.86, 'status': 0.0};{('id', 'count'): 100.0, ('id', 'mean'): 49.5, ('id', 'std'): 29.011491975882016, ('id', 'min'): 0.0, ('id', '50%'): 49.5, ('id', 'max'): 99.0, ('top-level_object_id', 'count'): 98.0, ('top-level_object_id', 'mean'): 39.44897959183673, ('top-level_object_id', 'std'): 30.556394525053395, ('top-level_object_id', 'min'): 1.0, ('top-level_object_id', '50%'): 39.0, ('top-level_object_id', 'max'): 95.0, ('group_item_id', 'count'): 90.0, ('group_item_id', 'mean'): 40.24444444444445, ('group_item_id', 'std'): 30.64450428619, ('group_item_id', 'min'): 2.0, ('group_item_id', '50%'): 40.0, ('group_item_id', 'max'): 96.0, ('atd_section_code', 'count'): 100.0, ('atd_section_code', 'mean'): 1.0, ('atd_section_code', 'std'): 0.0, ('atd_section_code', 'min'): 1.0, ('atd_section_code', '50%'): 1.0, ('atd_section_code', 'max'): 1.0, ('atd_type_code', 'count'): 100.0, ('atd_type_code', 'mean'): 10.66, ('atd_type_code', 'std'): 1.960313312414187, ('atd_type_code', 'min'): 0.0, ('atd_type_code', '50%'): 11.0, ('atd_type_code', 'max'): 13.0, ('actualization_document', 'count'): 100.0, ('actualization_document', 'mean'): 0.0, ('actualization_document', 'std'): 0.0, ('actualization_document', 'min'): 0.0, ('actualization_document', '50%'): 0.0, ('actualization_document', 'max'): 0.0, ('deactualization_document', 'count'): 14.0, ('deactualization_document', 'mean'): 154.64285714285714, ('deactualization_document', 'std'): 72.28640381028909, ('deactualization_document', 'min'): 74.0, ('deactualization_document', '50%'): 140.0, ('deactualization_document', 'max'): 289.0};Нет;Нормативно-справочная информация;ЛОЖЬ;ИСТИНА;50;200;50;[{'name': 'Жукова Наталья Сергеевна', 'phone': '88124176153', 'email': 'info@classif.spb.ru'}];"СПб ГУП ""СПб ИАЦ""";30
43;ГК муниципальных образований СПб;100;12;{'id': 100, 'code_oktmo': 79, 'full_name': 79, 'code_kzr': 100, 'code_okato': 79, 'short_name_kadastr2': 100, 'comments': 0, 'actualization_document': 3, 'actualization_date': 28, 'deactualization_document': 3, 'deatualization_date': 16, 'status': 1};{'id': 0, 'code_oktmo': 0, 'full_name': 0, 'code_kzr': 0, 'code_okato': 0, 'short_name_kadastr2': 0, 'comments': 0, 'actualization_document': 78, 'actualization_date': 0, 'deactualization_document': 0, 'deatualization_date': 0, 'status': 0};{'id': 0.0, 'code_oktmo': 0.0, 'full_name': 0.0, 'code_kzr': 0.0, 'code_okato': 0.0, 'short_name_kadastr2': 0.0, 'comments': 1.0, 'actualization_document': 0.0, 'actualization_date': 0.0, 'deactualization_document': 0.0, 'deatualization_date': 0.0, 'status': 0.0};{('id', 'count'): 100.0, ('id', 'mean'): 371209.6, ('id', 'std'): 221701.63365831945, ('id', 'min'): 70256.0, ('id', '50%'): 531979.5, ('id', 'max'): 534650.0, ('code_kzr', 'count'): 100.0, ('code_kzr', 'mean'): 96.3, ('code_kzr', 'std'): 83.09863920897764, ('code_kzr', 'min'): 1.0, ('code_kzr', '50%'): 66.5, ('code_kzr', 'max'): 269.0, ('actualization_document', 'count'): 100.0, ('actualization_document', 'mean'): 0.38, ('actualization_document', 'std'): 5.935307809025476, ('actualization_document', 'min'): -1.0, ('actualization_document', '50%'): 0.0, ('actualization_document', 'max'): 59.0, ('deactualization_document', 'count'): 100.0, ('deactualization_document', 'mean'): 81.01, ('deactualization_document', 'std'): 59.1904126484598, ('deactualization_document', 'min'): -1.0, ('deactualization_document', '50%'): 120.0, ('deactualization_document', 'max'): 125.0};Нет;Нормативно-справочная информация;ЛОЖЬ;ИСТИНА;50;200;50;[{'name': 'Жукова Наталья Сергеевна', 'phone': '88124176153', 'email': 'info@classif.spb.ru'}];"СПб ГУП ""СПб ИАЦ""";30
46;ГК НЭГ;100;15;{'id': 100, 'group_id': 5, 'code': 100, 'full_name': 100, 'man_name': 100, 'man_name_r': 99, 'man_name_t': 99, 'woman_name_r': 100, 'woman_name_t': 100, 'woman_name': 100, 'actualization_date': 1, 'deactualization_date': 1, 'status': 1, 'actualization_document': 1, 'deactualization_document': 1};{'id': 1, 'group_id': 0, 'code': 0, 'full_name': 0, 'man_name': 0, 'man_name_r': 0, 'man_name_t': 0, 'woman_name_r': 0, 'woman_name_t': 0, 'woman_name': 0, 'actualization_date': 0, 'deactualization_date': 0, 'status': 0, 'actualization_document': 0, 'deactualization_document': 0};{'id': 0.0, 'group_id': 0.84, 'code': 0.0, 'full_name': 0.0, 'man_name': 0.0, 'man_name_r': 0.0, 'man_name_t': 0.0, 'woman_name_r': 0.0, 'woman_name_t': 0.0, 'woman_name': 0.0, 'actualization_date': 0.0, 'deactualization_date': 0.0, 'status': 0.0, 'actualization_document': 0.0, 'deactualization_document': 0.0};{('id', 'count'): 100.0, ('id', 'mean'): 49.5, ('id', 'std'): 29.011491975882016, ('id', 'min'): 0.0, ('id', '50%'): 49.5, ('id', 'max'): 99.0, ('group_id', 'count'): 16.0, ('group_id', 'mean'): 61.5625, ('group_id', 'std'): 28.3900657507751, ('group_id', 'min'): 2.0, ('group_id', '50%'): 80.0, ('group_id', 'max'): 80.0, ('actualization_document', 'count'): 100.0, ('actualization_document', 'mean'): 5.0, ('actualization_document', 'std'): 0.0, ('actualization_document', 'min'): 5.0, ('actualization_document', '50%'): 5.0, ('actualization_document', 'max'): 5.0, ('deactualization_document', 'count'): 100.0, ('deactualization_document', 'mean'): 175.0, ('deactualization_document', 'std'): 0.0, ('deactualization_document', 'min'): 175.0, ('deactualization_document', '50%'): 175.0, ('deactualization_document', 'max'): 175.0};Нет;Нормативно-справочная информация;ЛОЖЬ;ИСТИНА;50;200;50;[{'name': 'Жукова Наталья Сергеевна', 'phone': '88124176153', 'email': 'info@classif.spb.ru'}];"СПб ГУП ""СПб ИАЦ""";30
49;ГК мест пребывания;10;9;{'id': 10, 'code': 10, 'full_name': 10, 'short_name': 10, 'actualization_date': 1, 'actualization_document': 1, 'deactualization_date': 0, 'deactualization_document': 0, 'status': 1};{'id': 1, 'code': 0, 'full_name': 0, 'short_name': 0, 'actualization_date': 0, 'actualization_document': 0, 'deactualization_date': 0, 'deactualization_document': 0, 'status': 0};{'id': 0.0, 'code': 0.0, 'full_name': 0.0, 'short_name': 0.0, 'actualization_date': 0.0, 'actualization_document': 0.0, 'deactualization_date': 1.0, 'deactualization_document': 1.0, 'status': 0.0};{('id', 'count'): 10.0, ('id', 'mean'): 4.5, ('id', 'std'): 3.0276503540974917, ('id', 'min'): 0.0, ('id', '50%'): 4.5, ('id', 'max'): 9.0, ('actualization_document', 'count'): 10.0, ('actualization_document', 'mean'): 3.0, ('actualization_document', 'std'): 0.0, ('actualization_document', 'min'): 3.0, ('actualization_document', '50%'): 3.0, ('actualization_document', 'max'): 3.0};Нет;Нормативно-справочная информация;ЛОЖЬ;ИСТИНА;50;200;50;[{'name': 'Жукова Наталья Сергеевна', 'phone': '88124176153', 'email': 'info@classif.spb.ru'}];"СПб ГУП ""СПб ИАЦ""";30
52;ГК лиц, получающих убежище;10;9;{'id': 10, 'code': 10, 'full_name': 6, 'short_name': 6, 'actualization_date': 2, 'actualization_document': 2, 'deactualization_date': 1, 'deactualization_document': 1, 'status': 2};{'id': 0, 'code': 0, 'full_name': 0, 'short_name': 0, 'actualization_date': 0, 'actualization_document': 0, 'deactualization_date': 0, 'deactualization_document': 0, 'status': 0};{'id': 0.0, 'code': 0.0, 'full_name': 0.0, 'short_name': 0.0, 'actualization_date': 0.0, 'actualization_document': 0.0, 'deactualization_date': 0.5, 'deactualization_document': 0.5, 'status': 0.0};{('id', 'count'): 10.0, ('id', 'mean'): 8.0, ('id', 'std'): 5.477225575051661, ('id', 'min'): 1.0, ('id', '50%'): 8.0, ('id', 'max'): 15.0, ('actualization_document', 'count'): 10.0, ('actualization_document', 'mean'): 2.0, ('actualization_document', 'std'): 1.0540925533894598, ('actualization_document', 'min'): 1.0, ('actualization_document', '50%'): 2.0, ('actualization_document', 'max'): 3.0, ('deactualization_document', 'count'): 5.0, ('deactualization_document', 'mean'): 1.0, ('deactualization_document', 'std'): 0.0, ('deactualization_document', 'min'): 1.0, ('deactualization_document', '50%'): 1.0, ('deactualization_document', 'max'): 1.0};Нет;Нормативно-справочная информация;ЛОЖЬ;ИСТИНА;50;200;50;[{'name': 'Жукова Наталья Сергеевна', 'phone': '88124176153', 'email': 'info@classif.spb.ru'}];"СПб ГУП ""СПб ИАЦ""";30
55;ГК мигрантов;16;9;{'id': 16, 'code': 16, 'full_name': 9, 'short_name': 9, 'actualization_date': 2, 'actualization_document': 2, 'deactualization_date': 1, 'deactualization_document': 1, 'status': 2};{'id': 0, 'code': 0, 'full_name': 0, 'short_name': 0, 'actualization_date': 0, 'actualization_document': 0, 'deactualization_date': 0, 'deactualization_document': 0, 'status': 0};{'id': 0.0, 'code': 0.0, 'full_name': 0.0, 'short_name': 0.0, 'actualization_date': 0.0, 'actualization_document': 0.0, 'deactualization_date': 0.5, 'deactualization_document': 0.5, 'status': 0.0};{('id', 'count'): 16.0, ('id', 'mean'): 12.5, ('id', 'std'): 8.594571930391103, ('id', 'min'): 1.0, ('id', '50%'): 12.5, ('id', 'max'): 24.0, ('actualization_document', 'count'): 16.0, ('actualization_document', 'mean'): 2.0, ('actualization_document', 'std'): 1.0327955589886444, ('actualization_document', 'min'): 1.0, ('actualization_document', '50%'): 2.0, ('actualization_document', 'max'): 3.0, ('deactualization_document', 'count'): 8.0, ('deactualization_document', 'mean'): 1.0, ('deactualization_document', 'std'): 0.0, ('deactualization_document', 'min'): 1.0, ('deactualization_document', '50%'): 1.0, ('deactualization_document', 'max'): 1.0};Нет;Нормативно-справочная информация;ЛОЖЬ;ИСТИНА;50;200;50;[{'name': 'Жукова Наталья Сергеевна', 'phone': '88124176153', 'email': 'info@classif.spb.ru'}];"СПб ГУП ""СПб ИАЦ""";30
58;ГК состояния в браке;14;10;{'id': 14, 'code': 14, 'full_name': 11, 'first_name_form': 10, 'second_name_form': 8, 'actualization_document': 2, 'actualization_date': 2, 'deactualization_document': 1, 'deactualization_date': 1, 'status': 2};{'id': 1, 'code': 0, 'full_name': 0, 'first_name_form': 0, 'second_name_form': 0, 'actualization_document': 7, 'actualization_date': 0, 'deactualization_document': 0, 'deactualization_date': 0, 'status': 0};{'id': 0.0, 'code': 0.0, 'full_name': 0.0, 'first_name_form': 0.0, 'second_name_form': 0.0, 'actualization_document': 0.0, 'actualization_date': 0.0, 'deactualization_document': 0.5, 'deactualization_date': 0.5, 'status': 0.0};{('id', 'count'): 14.0, ('id', 'mean'): 10.0, ('id', 'std'): 7.554927072905673, ('id', 'min'): 0.0, ('id', '50%'): 10.0, ('id', 'max'): 20.0, ('actualization_document', 'count'): 14.0, ('actualization_document', 'mean'): 0.5, ('actualization_document', 'std'): 0.5188745216627708, ('actualization_document', 'min'): 0.0, ('actualization_document', '50%'): 0.5, ('actualization_document', 'max'): 1.0, ('deactualization_document', 'count'): 7.0, ('deactualization_document', 'mean'): 1.0, ('deactualization_document', 'std'): 0.0, ('deactualization_document', 'min'): 1.0, ('deactualization_document', '50%'): 1.0, ('deactualization_document', 'max'): 1.0};Нет;Нормативно-справочная информация;ЛОЖЬ;ИСТИНА;50;200;50;[{'name': 'Жукова Наталья Сергеевна', 'phone': '88124176153', 'email': 'info@classif.spb.ru'}];"СПб ГУП ""СПб ИАЦ""";30
64;ГК форм обучения;14;9;{'id': 14, 'code': 14, 'full_name': 8, 'short_name': 8, 'actualization_date': 2, 'actualization_document': 2, 'deactualization_date': 1, 'deactualization_document': 1, 'status': 2};{'id': 0, 'code': 0, 'full_name': 0, 'short_name': 0, 'actualization_date': 0, 'actualization_document': 7, 'deactualization_date': 0, 'deactualization_document': 0, 'status': 0};{'id': 0.0, 'code': 0.0, 'full_name': 0.0, 'short_name': 0.0, 'actualization_date': 0.0, 'actualization_document': 0.0, 'deactualization_date': 0.5, 'deactualization_document': 0.5, 'status': 0.0};{('id', 'count'): 14.0, ('id', 'mean'): 10.0, ('id', 'std'): 6.563301233138936, ('id', 'min'): 1.0, ('id', '50%'): 10.0, ('id', 'max'): 19.0, ('actualization_document', 'count'): 14.0, ('actualization_document', 'mean'): 0.5, ('actualization_document', 'std'): 0.5188745216627708, ('actualization_document', 'min'): 0.0, ('actualization_document', '50%'): 0.5, ('actualization_document', 'max'): 1.0, ('deactualization_document', 'count'): 7.0, ('deactualization_document', 'mean'): 1.0, ('deactualization_document', 'std'): 0.0, ('deactualization_document', 'min'): 1.0, ('deactualization_document', '50%'): 1.0, ('deactualization_document', 'max'): 1.0};Нет;Нормативно-справочная информация;ЛОЖЬ;ИСТИНА;50;200;50;[{'name': 'Жукова Наталья Сергеевна', 'phone': '88124176153', 'email': 'info@classif.spb.ru'}];"СПб ГУП ""СПб ИАЦ""";30
67;ГК безработных;7;9;{'id': 7, 'code': 7, 'full_name': 7, 'short_name': 7, 'actualization_date': 1, 'actualization_document': 1, 'deactualization_date': 0, 'deactualization_document': 0, 'status': 1};{'id': 0, 'code': 0, 'full_name': 0, 'short_name': 0, 'actualization_date': 0, 'actualization_document': 0, 'deactualization_date': 0, 'deactualization_document': 0, 'status': 0};{'id': 0.0, 'code': 0.0, 'full_name': 0.0, 'short_name': 0.0, 'actualization_date': 0.0, 'actualization_document': 0.0, 'deactualization_date': 1.0, 'deactualization_document': 1.0, 'status': 0.0};{('id', 'count'): 7.0, ('id', 'mean'): 4.0, ('id', 'std'): 2.160246899469287, ('id', 'min'): 1.0, ('id', '50%'): 4.0, ('id', 'max'): 7.0, ('actualization_document', 'count'): 7.0, ('actualization_document', 'mean'): 3.0, ('actualization_document', 'std'): 0.0, ('actualization_document', 'min'): 3.0, ('actualization_document', '50%'): 3.0, ('actualization_document', 'max'): 3.0};Нет;Нормативно-справочная информация;ЛОЖЬ;ИСТИНА;50;200;50;[{'name': 'Жукова Наталья Сергеевна', 'phone': '88124176153', 'email': 'info@classif.spb.ru'}];"СПб ГУП ""СПб ИАЦ""";30
70;ГК источников средств;30;9;{'id': 30, 'code': 28, 'full_name': 26, 'short_name': 21, 'actualization_date': 2, 'actualization_document': 2, 'deactualization_date': 1, 'deactualization_document': 1, 'status': 2};{'id': 0, 'code': 0, 'full_name': 0, 'short_name': 0, 'actualization_date': 0, 'actualization_document': 17, 'deactualization_date': 0, 'deactualization_document': 0, 'status': 0};{'id': 0.0, 'code': 0.0, 'full_name': 0.0, 'short_name': 0.0, 'actualization_date': 0.0, 'actualization_document': 0.0, 'deactualization_date': 0.43333333333333335, 'deactualization_document': 0.43333333333333335, 'status': 0.0};{('id', 'count'): 30.0, ('id', 'mean'): 114.3, ('id', 'std'): 122.55671452785468, ('id', 'min'): 1.0, ('id', '50%'): 15.5, ('id', 'max'): 258.0, ('actualization_document', 'count'): 30.0, ('actualization_document', 'mean'): 0.43333333333333335, ('actualization_document', 'std'): 0.5040069329937308, ('actualization_document', 'min'): 0.0, ('actualization_document', '50%'): 0.0, ('actualization_document', 'max'): 1.0, ('deactualization_document', 'count'): 17.0, ('deactualization_document', 'mean'): 1.0, ('deactualization_document', 'std'): 0.0, ('deactualization_document', 'min'): 1.0, ('deactualization_document', '50%'): 1.0, ('deactualization_document', 'max'): 1.0};Нет;Нормативно-справочная информация;ЛОЖЬ;ИСТИНА;50;200;50;[{'name': 'Жукова Наталья Сергеевна', 'phone': '88124176153', 'email': 'info@classif.spb.ru'}];"СПб ГУП ""СПб ИАЦ""";30
73;ГК военнообязанных;6;9;{'id': 6, 'code': 6, 'full_name': 6, 'short_name': 6, 'actualization_date': 1, 'actualization_document': 0, 'deactualization_date': 0, 'deactualization_document': 0, 'status': 1};{'id': 0, 'code': 0, 'full_name': 0, 'short_name': 0, 'actualization_date': 0, 'actualization_document': 0, 'deactualization_date': 0, 'deactualization_document': 0, 'status': 0};{'id': 0.0, 'code': 0.0, 'full_name': 0.0, 'short_name': 0.0, 'actualization_date': 0.0, 'actualization_document': 1.0, 'deactualization_date': 1.0, 'deactualization_document': 1.0, 'status': 0.0};{('id', 'count'): 6.0, ('id', 'mean'): 6.0, ('id', 'std'): 3.7416573867739413, ('id', 'min'): 1.0, ('id', '50%'): 6.0, ('id', 'max'): 11.0};Нет;Нормативно-справочная информация;ЛОЖЬ;ИСТИНА;50;200;50;[{'name': 'Жукова Наталья Сергеевна', 'phone': '88124176153', 'email': 'info@classif.spb.ru'}];"СПб ГУП ""СПб ИАЦ""";30
76;ГК пенсий;6;9;{'id': 6, 'code': 6, 'full_name': 6, 'short_name': 6, 'actualization_date': 1, 'actualization_document': 1, 'deactualization_date': 0, 'deactualization_document': 0, 'status': 1};{'id': 0, 'code': 0, 'full_name': 0, 'short_name': 0, 'actualization_date': 0, 'actualization_document': 6, 'deactualization_date': 0, 'deactualization_document': 0, 'status': 0};{'id': 0.0, 'code': 0.0, 'full_name': 0.0, 'short_name': 0.0, 'actualization_date': 0.0, 'actualization_document': 0.0, 'deactualization_date': 1.0, 'deactualization_document': 1.0, 'status': 0.0};{('id', 'count'): 6.0, ('id', 'mean'): 3.5, ('id', 'std'): 1.8708286933869707, ('id', 'min'): 1.0, ('id', '50%'): 3.5, ('id', 'max'): 6.0, ('actualization_document', 'count'): 6.0, ('actualization_document', 'mean'): 0.0, ('actualization_document', 'std'): 0.0, ('actualization_document', 'min'): 0.0, ('actualization_document', '50%'): 0.0, ('actualization_document', 'max'): 0.0};Нет;Нормативно-справочная информация;ЛОЖЬ;ИСТИНА;50;200;50;[{'name': 'Жукова Наталья Сергеевна', 'phone': '88124176153', 'email': 'info@classif.spb.ru'}];"СПб ГУП ""СПб ИАЦ""";30
79;ГК льготы военных инвалидов и участников;68;8;{'id': 68, 'code': 68, 'full_name': 66, 'actualization_date': 1, 'actualization_document': 1, 'deactualization_date': 0, 'deactualization_document': 0, 'status': 1};{'id': 0, 'code': 0, 'full_name': 0, 'actualization_date': 0, 'actualization_document': 68, 'deactualization_date': 0, 'deactualization_document': 0, 'status': 0};{'id': 0.0, 'code': 0.0, 'full_name': 0.0, 'actualization_date': 0.0, 'actualization_document': 0.0, 'deactualization_date': 1.0, 'deactualization_document': 1.0, 'status': 0.0};{('id', 'count'): 68.0, ('id', 'mean'): 34.5, ('id', 'std'): 19.77371993328519, ('id', 'min'): 1.0, ('id', '50%'): 34.5, ('id', 'max'): 68.0, ('actualization_document', 'count'): 68.0, ('actualization_document', 'mean'): 0.0, ('actualization_document', 'std'): 0.0, ('actualization_document', 'min'): 0.0, ('actualization_document', '50%'): 0.0, ('actualization_document', 'max'): 0.0};Нет;Нормативно-справочная информация;ЛОЖЬ;ИСТИНА;50;200;50;[{'name': 'Жукова Наталья Сергеевна', 'phone': '88124176153', 'email': 'info@classif.spb.ru'}];"СПб ГУП ""СПб ИАЦ""";30
82;ГК географических регионов;44;10;{'id': 44, 'geo_id': 10, 'code': 44, 'full_name': 33, 'english_name': 34, 'actualization_date': 2, 'deactualization_date': 1, 'actualization_document': 1, 'deactualization_document': 1, 'status': 2};{'id': 1, 'geo_id': 1, 'code': 0, 'full_name': 0, 'english_name': 0, 'actualization_date': 0, 'deactualization_date': 0, 'actualization_document': 44, 'deactualization_document': 0, 'status': 0};{'id': 0.0, 'geo_id': 0.0, 'code': 0.0, 'full_name': 0.0, 'english_name': 0.0, 'actualization_date': 0.0, 'deactualization_date': 0.7045454545454546, 'actualization_document': 0.0, 'deactualization_document': 0.7045454545454546, 'status': 0.0};{('id', 'count'): 44.0, ('id', 'mean'): 21.681818181818183, ('id', 'std'): 13.109153073015614, ('id', 'min'): 0.0, ('id', '50%'): 21.5, ('id', 'max'): 44.0, ('geo_id', 'count'): 44.0, ('geo_id', 'mean'): 15.977272727272727, ('geo_id', 'std'): 9.95685725229074, ('geo_id', 'min'): 0.0, ('geo_id', '50%'): 14.0, ('geo_id', 'max'): 33.0, ('actualization_document', 'count'): 44.0, ('actualization_document', 'mean'): 0.0, ('actualization_document', 'std'): 0.0, ('actualization_document', 'min'): 0.0, ('actualization_document', '50%'): 0.0, ('actualization_document', 'max'): 0.0, ('deactualization_document', 'count'): 13.0, ('deactualization_document', 'mean'): 1.0, ('deactualization_document', 'std'): 0.0, ('deactualization_document', 'min'): 1.0, ('deactualization_document', '50%'): 1.0, ('deactualization_document', 'max'): 1.0};Нет;Нормативно-справочная информация;ЛОЖЬ;ИСТИНА;50;200;50;[{'name': 'Жукова Наталья Сергеевна', 'phone': '88124176153', 'email': 'info@classif.spb.ru'}];"СПб ГУП ""СПб ИАЦ""";30
